154.2,34.7,57,16,16,4,0
154.3,34.9,57,8,16,2,0
154.3,35.5,55,6,16,2,0
154.4,35.8,57,1,32,3,2
154.5,35.1,55,13,64,1,0
154.6,35.4,55,4,16,0,0
154.6,35.4,57,12,64,2,1
154.8,36,55,5,16,1,1
155.1,36.5,57,15,32,3,0
155.5,36.6,57,9,32,7,3
152.6,35.5,55,11,64,1,0
152.6,35.8,57,1,64,4,2
152.7,35.7,57,2,64,6,4
152.9,35.1,57,4,32,2,2
153,35.8,55,8,64,0,0
153.1,35.7,57,14,32,0,0
153.3,35.3,57,15,32,6,2
153.4,35.8,57,6,16,3,0
153.4,35.7,55,13,32,1,0
153.6,36.2,55,16,64,7,2
153.6,36.3,57,10,32,3,1
154.1,36.1,57,9,32,4,0
154.8,37.8,57,12,32,3,0
154.9,37.1,57,3,32,4,0
155,38.3,57,7,16,5,2
155.6,38,57,5,8,12,2
